cell_id,B2_2019,B3_2019,B4_2019,B8_2019,B11_2019,NDVI_2019,NDWI_2019,NDBI_2019,vegetation_2020,built_up_2020,water_2020,other_2020
"4928,25325",309.6540772532188,521.4627835683631,353.54996934396064,2434.192274678111,1576.9321888412017,0.7117141357808092,-0.6137102889429948,-0.1771517250371038,0.9527568617925676,0.0,0.0472431382074325,-6.245004513516506e-17
"4929,25325",333.3937836759132,593.769321777804,381.04123784816295,3387.444372380765,1847.0822191179425,0.7823726948227967,-0.6890346864521345,-0.2787561325903878,0.9868166011059802,0.0,0.0131833988940197,3.2959746043559335e-17
"4930,25325",276.2743341404358,440.8744552058111,358.0882163034706,2203.3599677158995,1481.424737691687,0.7184885761999852,-0.6636886618263552,-0.19307554411176,1.0,0.0,0.0,0.0
"4927,25326",404.0965529687779,657.6763670817536,541.9218101425729,2878.1416260602755,2021.193557119651,0.6848397092637215,-0.6282973920929905,-0.1781835308673372,1.0,0.0,0.0,1.1102230246251563e-16
"4928,25326",317.60054502100564,519.4460088565911,374.84029749063217,2511.045588736231,1659.4648007266926,0.7038420632440385,-0.6219287597651852,-0.1621615905162843,0.8790023959921585,0.0,0.1209976040078414,1.249000902703301e-16
"4929,25326",337.5839401723918,628.1167094815507,361.41819880259845,3846.103992399471,1909.2127722814312,0.8141699113884051,-0.7103620817253039,-0.3193369237729685,1.0,0.0,0.0,0.0
"4930,25326",390.03432620632526,584.335945887911,519.0231908954261,2485.626752354367,1808.4946624129575,0.6561886716014295,-0.6193996820611726,-0.1547811452141527,1.0,0.0,0.0,0.0
"4927,25327",431.8624026910141,716.4556655454111,532.279490629505,3175.2959827006266,2256.817616530514,0.7077851038640469,-0.6280663069055852,-0.1648797741817973,1.0,0.0,0.0,0.0
"4928,25327",429.5442590907203,759.5638884292375,572.4518212468447,3473.0243711992653,2334.079318868154,0.7164290300819955,-0.6399898568719047,-0.1961317829267689,1.0,0.0,0.0,1.1102230246251563e-16
"4929,25327",329.1979720336898,594.9267782671159,384.067964907771,3434.7613635036096,1895.043859444176,0.7727953150951691,-0.6830868634425696,-0.2607437414362882,0.9970213760074758,0.0,0.0,0.0029786239925242
"4930,25327",414.5863175145577,669.4974371491337,627.6838627567209,2946.42097004777,2383.4623243488268,0.6467383575784955,-0.6269239864053746,-0.1045544351688937,1.0,0.0,0.0,0.0
"4931,25327",599.3071816722243,883.9850253180191,936.8767444732616,2899.8165678646405,2719.8905458811914,0.5248734045609714,-0.5397160360083826,-0.0322383143998501,0.9422721105217712,0.0,0.0,0.0577278894782287
"4927,25328",413.6353072384516,626.4012088070228,531.8741905310117,2342.324687005325,1812.0659087638508,0.6073342555017137,-0.5520775632416113,-0.1008656681471597,0.9751144164759724,0.0066504576659038,0.0182351258581235,1.249000902703301e-16
"4928,25328",419.7791401872765,724.5218762355715,555.3543545136314,3370.594250556914,2435.7753502994306,0.712220622279261,-0.6408488473878624,-0.1560294714563085,0.9999903561474738,9.64385252620717e-06,0.0,1.2739375526704677e-17
"4929,25328",472.9140298507466,739.1147664901303,699.2326961964375,3060.219585941262,2180.1755560905167,0.6429645637288479,-0.6133770472027615,-0.1706372622527268,0.8389293419633225,0.0174526121128062,0.0,0.1436180459238712
"4930,25328",447.3844342802121,715.4117717862305,660.3096774193551,3031.9649398170463,2484.016104959077,0.6427806721020976,-0.6173849851890643,-0.1000081726545022,0.9834623979041456,0.0,0.0,0.0165376020958545
"4931,25328",520.4373364730509,800.2008895866041,757.7218995290424,3221.0806907378337,2729.6262951334384,0.6141632580972869,-0.598282845031277,-0.0788977332296401,1.0,0.0,0.0,0.0
"4926,25329",312.90909090909093,516.7727272727274,371.8636363636364,3097.090909090909,1819.0909090909088,0.7850134882355609,-0.7130977185655236,-0.2592661746591028,1.0,0.0,0.0,0.0
"4927,25329",493.81950225459497,757.3444935830721,697.3985691987507,2799.3487079431093,2261.9205428373184,0.5827501413832312,-0.5526686486067538,-0.0958125912685177,0.880750815349386,0.0847095968357504,0.000607175074595795,0.0339324127402676
"4928,25329",625.4393209727901,865.96835540573,829.711938357813,2609.00027450036,2148.791822778712,0.4750883129729333,-0.460186577775768,-0.0681558500837004,0.6234592866497188,0.3332466682073799,0.0,0.0432940451429012
"4929,25329",492.6719383578132,755.0299735131223,714.2137298338547,2720.838930893328,2140.5385456296626,0.5773587545535523,-0.5488680776424555,-0.1020159858740971,0.8654090593944997,0.0351282643864109,0.0319216547261382,0.0675410214929511
"4930,25329",754.9776400493072,1082.2756015157718,1232.7005547185297,2882.21611194813,2663.6373670273438,0.4109593982994911,-0.4548143147694195,-0.0377408218332097,0.6630152584832613,0.0234115235709405,0.0,0.3135732179457982
"4931,25329",451.0,740.5,621.5,3876.0,2443.5,0.7236242356864925,-0.6791941947362721,-0.226679325896036,1.0,0.0,0.0,0.0
"4932,25329",319.9827918060585,604.7764997021216,429.08379542642393,2981.202946702717,1938.0556803079592,0.7496101221485223,-0.66329326798187,-0.2131596771111681,0.9903062849861192,0.0096937150138806,0.0,5.030698080332741e-17
"4933,25329",452.501564945227,685.3009911319772,689.7081377151801,2644.897756911841,1917.985393844549,0.6252839472298002,-0.6066501232356735,-0.1672267403562394,0.8321428571428572,0.1678571428571428,0.0,0.0
"4924,25330",319.8345080763576,538.6734459128725,438.85173764072346,2274.807195301024,1683.482354380809,0.6668909124564066,-0.6048999125697305,-0.1347896040078129,0.992338473550654,0.0,0.007661526449346,5.898059818321144e-17
"4925,25330",323.3447742032926,558.1580199365657,455.0381739918445,2419.8920857876465,1617.7644993203455,0.6800173527065169,-0.617752600924858,-0.1856541515044459,1.0,0.0,0.0,0.0
"4926,25330",309.79893356167,541.3209629081841,399.5066749698356,2895.561359125049,1803.011987700928,0.7552851110817679,-0.6838629217189525,-0.2319282155627445,1.0,0.0,0.0,0.0
"4927,25330",294.65951372171446,496.7295377948971,374.8418969667797,2618.3860760712623,1663.9574963890254,0.753931186757006,-0.6838345610699048,-0.2336763781280478,1.0,0.0,0.0,0.0
"4928,25330",250.38612421762207,395.920052961002,303.3180837746753,2027.4928213769888,1271.2062831006276,0.7460705740121195,-0.6748475469921125,-0.2338726766134776,0.9747036562701614,0.0186713401188263,0.0,0.0066250036110122
"4929,25330",499.1946557534913,672.4546316803088,664.3518247472331,2070.738367838232,1743.6785893115104,0.4977589999057875,-0.4861811013883585,-0.0710728607867498,0.6125335824129264,0.3063390114493158,0.004910976513977,0.0762164296237806
"4930,25330",426.6796825178813,624.1576226122626,603.8498287990433,2311.765582230424,1684.1867169641046,0.5988222390124806,-0.5746349175734782,-0.1595030358442996,0.6740791603315515,0.1374074255726126,0.0,0.1885134140958358
"4931,25330",255.37660042182853,404.3365193238876,297.0280203784577,2109.910443216592,1216.7696580815757,0.7589850031939478,-0.6807725831603767,-0.2711790552886306,0.9816989001528804,0.0004601249758805458,0.0,0.0178409748712391
"4932,25330",304.09892541396016,490.09724515215225,455.7184291505892,2086.7956576955053,1433.332447613933,0.6659326103355175,-0.6268002526401636,-0.1974692520073403,1.0,0.0,0.0,0.0
"4933,25330",451.1230379446167,680.1931573009236,730.8995863106421,1861.774964866093,1674.7047366441657,0.4036277609594754,-0.3942105147775488,-0.0227044458083285,0.7564302801447184,0.0,0.2147446669698108,0.0288250528854708
"4934,25330",403.3542602342322,593.3767809175883,556.961813688621,1962.0694101214128,1532.6168260449106,0.5406230568424424,-0.4931980804466177,-0.1068260705097221,0.7379295532646046,0.0219072164948453,0.1757087628865979,0.064454467353952
"4935,25330",245.08734100545124,398.5276801938221,318.1535130224106,2045.146365838886,1314.9044821320415,0.7382960437795631,-0.6767784227937843,-0.2246148815252457,1.0,0.0,0.0,0.0
"4922,25331",264.3271604938272,487.3024691358025,357.0740740740741,3108.117283950617,1366.8765432098764,0.7900967453337023,-0.7248560925472606,-0.383964095277461,1.0,0.0,0.0,0.0
"4923,25331",400.9330130844545,650.8161130936041,560.0938969713608,2673.361149235978,2153.9198828804106,0.640210112831704,-0.5906941031122463,-0.1095196601260597,0.9982634445947428,0.0,0.0017365554052571,1.0690233420707074e-16
"4924,25331",408.91488572419655,710.3871984120868,579.5625192707934,3203.8338568565487,2336.647026516612,0.6942619953073146,-0.6375601241348408,-0.1587162904670198,0.9990557220354008,0.0,0.0009442779645992124,-4.0657581468206416e-17
"4925,25331",306.5657878180745,512.2342644482512,400.5459266142069,2593.767114802018,1656.065090933728,0.7419909620149681,-0.6761961624193338,-0.2330644943705515,1.0,0.0,0.0,0.0
"4926,25331",248.3476649013,397.1924795377949,292.86227732306213,2215.6390178141555,1273.4357823784303,0.7642397505345736,-0.6930306610920169,-0.2689767336634993,1.0,0.0,0.0,1.1102230246251563e-16
"4927,25331",238.49295137217132,381.483081367357,266.61516610495903,2080.58019258546,1108.9804718343769,0.7726395349897821,-0.689292198186313,-0.3042186811703785,0.9815116178297336,0.0,0.0,0.0184883821702662
"4928,25331",220.89895040924412,360.4028069330766,241.42473760231096,2039.3911651420324,1047.1395955705348,0.7881832680538394,-0.6994438598952921,-0.321052699564958,1.0,0.0,0.0,0.0
"4929,25331",218.535690900337,348.9177274915742,257.4491766971594,2189.0389455946083,1183.440081848821,0.7896205096570446,-0.7246073830667359,-0.2977531907871878,1.0,0.0,0.0,0.0
"4930,25331",363.0973423206547,513.9135820895524,446.0887433798748,2031.8097688974487,1395.3059316321603,0.6198590863854821,-0.5746845179742633,-0.169968523126097,0.8359733844331672,0.1640266155668327,0.0,8.326672684688674e-17
"4931,25331",394.8275974963891,559.0268078960038,536.5721473278768,1906.1041983630244,1421.9619065960526,0.5590446470440319,-0.534729538187925,-0.1425112990774382,0.799882521738293,0.1976619900047185,0.0,0.0024554882569884
"4932,25331",558.3089311506981,835.5765286470872,1026.6118247472316,2388.4123543572464,2198.8196918632643,0.4006885251047489,-0.4820130143733707,-0.0415725805913318,0.9901010120463364,0.0074434996966749,0.0,0.0024554882569885
"4933,25331",534.2309292248439,763.4796148290803,808.021757342321,1734.8854838709688,1679.2032643235443,0.2850776928091557,-0.2621197650393714,0.0445715386108063,0.5410644300859901,0.0163795510789704,0.3525310787778409,0.0900249400571985
"4934,25331",425.20021184400576,645.3392248435243,672.7031969186328,2272.1877997111237,1775.6660471834384,0.578932719406894,-0.5742257461139353,-0.1414142032660206,0.9618580824081118,0.0008088667199491571,0.005845024988204,0.031488025883735
"4935,25331",252.4647416141412,436.1351679160125,329.7733332670551,2369.369062294952,1432.7979390770097,0.7581995416336477,-0.6882166994314214,-0.2473307068375565,1.0,0.0,0.0,0.0
"4936,25331",239.08101842004524,450.6529863444932,321.5928340494322,2914.151912196367,1688.901497426299,0.8028139548754072,-0.7315303219828196,-0.2662679341887299,1.0,0.0,0.0,0.0
