system:index,B11,B2,B3,B4,B8,NDBI,NDVI,NDWI,cell_id,.geo
"4939,25415",1728.4496378561062,490.7130130371797,695.134345726702,647.2865475615639,2433.5362916465465,-0.1454449441881105,0.5712988291433428,-0.5330378441196288,"4939,25415","{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1234750.0,6353750.0],[1235000.0,6353750.0],[1235000.0,6354000.0],[1234750.0,6354000.0],[1234750.0,6353750.0]]]}"
"4940,25415",1642.4122114920317,628.371023660067,799.9530371801056,757.1231723804923,1959.5974070497318,-0.06867456798664251,0.4358031633221314,-0.4111229543537964,"4940,25415","{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1235000.0,6353750.0],[1235250.0,6353750.0],[1235250.0,6354000.0],[1235000.0,6354000.0],[1235000.0,6353750.0]]]}"
"4941,25415",1935.0161564461598,737.3436310960885,890.1348816996613,971.8076677933357,1620.9205359729583,0.09839268590610999,0.24468158926810274,-0.28428325545377575,"4941,25415","{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1235250.0,6353750.0],[1235500.0,6353750.0],[1235500.0,6354000.0],[1235250.0,6354000.0],[1235250.0,6353750.0]]]}"
"4942,25415",1730.9311443746956,619.1721438918391,753.1952148720421,874.9220666344754,1478.2714920328342,0.09257236502063454,0.2549883267829622,-0.32017054169026027,"4942,25415","{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1235500.0,6353750.0],[1235750.0,6353750.0],[1235750.0,6354000.0],[1235500.0,6354000.0],[1235500.0,6353750.0]]]}"
"4943,25415",1727.186798647995,597.0930951231283,736.5292563978746,864.6069869628193,1439.3855528730073,0.10386882758584637,0.24538880794926501,-0.31364961890967924,"4943,25415","{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1235750.0,6353750.0],[1236000.0,6353750.0],[1236000.0,6354000.0],[1235750.0,6354000.0],[1235750.0,6353750.0]]]}"
"4944,25415",1898.6476726219207,552.1250362143888,720.9250507001443,860.8238000965711,1813.1822549492992,0.03462761472142396,0.3462177181437228,-0.4162933216762915,"4944,25415","{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1236000.0,6353750.0],[1236250.0,6353750.0],[1236250.0,6354000.0],[1236000.0,6354000.0],[1236000.0,6353750.0]]]}"
"4945,25415",1972.1161854176714,507.5481361661032,684.3054756156438,727.4490970545625,2064.3737131820358,-0.011926251694718813,0.4709965337329231,-0.4918778041469237,"4945,25415","{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1236250.0,6353750.0],[1236500.0,6353750.0],[1236500.0,6354000.0],[1236250.0,6354000.0],[1236250.0,6353750.0]]]}"
"4946,25415",1864.780284886527,437.5875181071944,634.9327136648953,593.6542105263154,2437.3032882665348,-0.11826604021975173,0.5932012684863854,-0.5717664003412118,"4946,25415","{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1236500.0,6353750.0],[1236750.0,6353750.0],[1236750.0,6354000.0],[1236500.0,6354000.0],[1236500.0,6353750.0]]]}"
"4947,25415",1953.4615741187815,388.57761950748386,590.88130371801,553.4795750844997,2509.0677257363577,-0.1202014539065346,0.6363793687013649,-0.6145990010729581,"4947,25415","{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1236750.0,6353750.0],[1237000.0,6353750.0],[1237000.0,6354000.0],[1236750.0,6354000.0],[1236750.0,6353750.0]]]}"
"4948,25415",1610.3062192177672,475.14367938194096,634.0227378078218,637.214674070497,1867.9992950265562,-0.0613556281856481,0.4780970834913688,-0.4790239424284094,"4948,25415","{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1237000.0,6353750.0],[1237250.0,6353750.0],[1237250.0,6354000.0],[1237000.0,6354000.0],[1237000.0,6353750.0]]]}"
"4949,25415",1518.9350748430693,500.6440608401733,656.7395219700619,660.2665668759053,1841.209198454851,-0.07981583248867405,0.4613754358260212,-0.4614246236422712,"4949,25415","{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1237250.0,6353750.0],[1237500.0,6353750.0],[1237500.0,6354000.0],[1237250.0,6354000.0],[1237250.0,6353750.0]]]}"
"4950,25415",1737.234075325927,742.3606228874934,899.3646257846442,914.7672815065175,1809.4895412844032,-0.004454173961092813,0.32344909467459165,-0.32830471713906406,"4950,25415","{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1237500.0,6353750.0],[1237750.0,6353750.0],[1237750.0,6354000.0],[1237500.0,6354000.0],[1237500.0,6353750.0]]]}"
"4951,25415",1809.151371318203,739.84335586673,919.1521873491064,956.5308836310957,1940.382346692418,-0.02230002093603832,0.33589564654604204,-0.34953920300780006,"4951,25415","{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1237750.0,6353750.0],[1238000.0,6353750.0],[1238000.0,6354000.0],[1237750.0,6354000.0],[1237750.0,6353750.0]]]}"
"4952,25415",1920.9322501207132,954.4281989377107,1113.114046354417,1118.3349975857063,1956.1980782230794,0.01662033755890909,0.3137195983681943,-0.3152717782517722,"4952,25415","{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1238000.0,6353750.0],[1238250.0,6353750.0],[1238250.0,6354000.0],[1238000.0,6354000.0],[1238000.0,6353750.0]]]}"
"4953,25415",1718.0156494447112,529.2813133751808,700.3505987445672,732.5594398841132,1887.1607774022195,-0.023039231702666117,0.41782229588821684,-0.4340465319312526,"4953,25415","{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1238250.0,6353750.0],[1238500.0,6353750.0],[1238500.0,6354000.0],[1238250.0,6354000.0],[1238250.0,6353750.0]]]}"
"4954,25415",1634.46916948334,536.8921921776914,700.4365234186375,705.4358860453882,1921.289449541283,-0.05688249431552188,0.4465569727476945,-0.4455998718577504,"4954,25415","{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1238500.0,6353750.0],[1238750.0,6353750.0],[1238750.0,6354000.0],[1238500.0,6354000.0],[1238500.0,6353750.0]]]}"
